company,company_location,company_size,company_url,degree,description,experience,industry,job_link,location,number_to_recruit,register_type,salary,title
浙江人禾电子有限公司,乐清市柳市镇象阳工业区德宇路,20-99人,http://www.rhielec.com,大专,"['职位描述', '岗位职责：', '负责销售过程中订单、文档、发货、开票、投诉等相关内勤工作，协助销售处理好客户正常的订单完成工作。', '岗位要求：', '1、全日制大专（非成考大专）以上的学历，达不到学历标准不录用；', '2、敬岗爱业、良好的职业素养、有责任心；', '3、良好的语言表达能力和协调能力、有耐心；', '4、具备良好的商务礼仪常识，得体大方；', '5、有销售内勤工作经验者优先录取。', '岗位发展方向：销售内勤->销售内勤主管->销售内勤经理', '为什么来人禾创业？', '1.团队年轻化，平均年龄30岁以下；', '2.管理团队不任用亲戚、朋友，制度化和标准化管理；', '3.公司以合伙人的心态培养每一位员工，你可以尽情发挥，有能力就当合作人；', '4.公司专注于新兴的行业：新能源电动汽车；行业前景广阔，非常有吸引力。', '关于我们：', '人禾电子公司是一家专业从事于新能源配件开发和生产的优质企业，企业处于高速的增长之中，随着企业的壮大，我们求贤若渴！我们非常希望各路人才加盟我司，和我们一起发展。公司将对出色人才施以股权激励，欢迎各位来我司创业！', '查看全部內容']",经验不限,加工制造（原料加工/模具）,CC220592680J00073138405.html,温州,招3人,民营,3500-7000元/月,销售助理/销售内勤
深圳市闪魔数码科技有限公司,龙岗区坂田街道吉华路上雪科技园伟康德工业区C栋6楼,100-499人,,大专,"['职位描述', '一、岗位职责：', '1、负责公司与天猫店铺关联的微信账号的日常运营工作（添加老顾客、维护老顾客、提升粉丝忠实度、开发新顾客、发布互动信息、推广优惠活动、反馈售后问题等）', '2、用公司提供的微信账号添加老顾客，增强电商模式下企业与客户的联系；', '3、关注顾客的情感及体验，掌握时间段与用户互动交流；', '4、负责制定微信运营方案并实施，提升公司品牌的粉丝数量和活跃度；', '5、辅助天猫策划营销活动，并在微信上推广活动，完成吸粉、转化、增加销售，并及时统计上报活动效果；', '6、搜集有效粉丝的反馈和建议，整合后提交给公司研究改进；', '7、分析用户行为，挖掘用户的真实需求，优化运营方案，提升用户黏性', '二、任职要求：', '1、大专及以上学历，电子商务、市场营销、广告学等专业优先，优秀毕业生亦可考虑；', '2、基本了解天猫商家平台，有微信运营工作经验者优先；', '3、活泼开朗，头脑灵活，有良好的客户服务意识，有亲和力；', '4、工作积极、执行力强，沟通能力好、有团队合作精神，抗压能力强；', '5、有志于在新媒体运营行业长期发展，愿意挑战。', '查看全部內容']",经验不限,计算机硬件,430098619250372.html,深圳,招4人,民营,4001-6000元/月,微信推广/微信运营
杭州康呈倍美健康科技有限公司,滨江区庙后王路299号中国空分大厦508,20-99人,,中专,"['职位描述', '岗位要求和职责:1、拥有多年丰富的驾龄经验，对杭州路况熟悉；', '2、熟悉并遵守交通法规，能够恰当的处理驾驶过程中出现的问题，责任 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 强，爱惜车辆；', '3、领导出差时需要陪同一起出车，可以接受出差；', '4、服从公司指挥和安排，认真执行其工作，严格遵守公司的规章制度和 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 认真履行工作职责。', '查看全部內容']",3-5年,互联网/电子商务,CZ377488230J00033552108.html,杭州,招1人,民营,4001-6000元/月,送货员兼司机
平安普惠投资咨询有限公司德州湖滨南大道分公司,济南市市中区泉景鸿园商务大厦19层,500-999人,,大专,"['职位描述', '一.岗位职责:', '1、负责公司产品的销售及推广；', '2、开拓新市场,发展新客户,建立媒介、渠道，增加产品销售范围；', '3、根据客户需求提供贷款方案，及时解决客户资金周转问题。', '4、管理维护客户关系以及客户间的长期合作计划。', '二.任职资格：', '1、大专及以上学历', '2、有销售行业工作经验，业绩突出者优先；', '3、反应敏捷、表达能力强，具有较强的沟通能力及交际技巧，具有亲和力；', '4、具备一定的市场分析及判断能力，良好的客户服务意识；', '5、有责任心，能承受较大的工作压力；', '6、有团队协作精神，善于挑战', '三.薪资福利：', '薪资）：', '1、底薪（无责任）+浮动薪金+过节费+高额提成=高收入（年薪20万元以上）；', '2、新员工入职带薪培训', '3、3个月内：平均6000', '转正之后：优秀员工月工资过2万，有能力可突破5万以上。', '4、更有实物奖励：如现金、或者实物.', '福利)：', '1、基本福利----按照国家相关规定为员工上缴的五险一金；', '2、员工享受社保（工伤、养老、医疗、失业、生育）及住房公积金；', '3、有薪休假----年休假、产假、婚假、丧假等有薪休假；', '4、旅游福利----每年在国内国外不定期的旅游机会；', '5、广阔的晋升机会，完善的培训体系，一年内可提升为主管（世界100强晋升机会）；', '（信贷专员—信贷主任—门店副经理—门店经理-区域经理）', '6、其他福利----篮球赛、员工家书、过节费、过节礼品、生日庆贺(每人都会有购物卡)等福利。', '7、工作时间：周一至周五，8:30—17:00，享受国家法定各类假期', '查看全部內容']",经验不限,基金/证券/期货/投资,CC403988439J00201182204.html,济南,招5人,合资,8001-10000元/月,平安普惠聘咨询顾问高薪六险二金
贵州华立通科技发展有限公司,贵阳市观山湖区百挑路联合广场3栋16楼,20-99人,,大专,"['职位描述', '项目经理岗位职责：', '1、组织设计和制订工程建设计划；', '2、配合相关部门做好设备安装的设计、概算、招标工程量审核、安装调试等工作；', '3、配合施工单位按照相关管理制度、安装图纸、操作规范和进度要求完成土建和设备安装任务；', '4、及时处理工程管理中发生的异议和投诉，不断提高服务满意度；', '5、对施工现场进行监督管理，做好安全与现场管理工作；', '6、建立土建施工等进度记录和台账，做好与施工单位的设备安装图纸等资料的交接存档工作；', '7、对土建、设备安装作业量等相关数据进行统计和报表分析，根据分析数据建议对策并向部门经理反���。', '任职资格：', '1、大学专科及以上学历，机电、工民建类相关专业；(持有相关证件）', '2、2年以上工程管理工作经验，有相关行业工程管理经验者优先；', '3、熟悉工程项目前期资料申报和施工证照、工程报建报装等办理工作，熟悉项目招标和施工监理工作，能够进行图纸审查和协调工作；', '4、熟悉国家相关政策法规，具备与岗位所需的相关专业知识，熟练使用办公软件和CAD制图软件，具有核算统计技能；', '5、具有很强的责任心和事业心。', '任职区域： 贵州省境内', '查看全部內容']",3-5年,其他,CZ243361830J00093585008.html,贵阳,招2人,民营,4001-6000元/月,项目经理
北京微播易科技股份有限公司,北京市朝阳区慧忠里卧龙花园别墅区219栋东单元,100-499人,http://www.weiboyi.com,大专,"['职位描述', '岗位职责：', '1、独立开发、维护淘宝达人/自媒体资源；以成熟的商务能力，把控渠道价格，建立长期稳定的合作关系；', '2、负责重大项目的媒介策略和执行策略，全程把控平台线上活动的邀约、执行和广告投放监控；', '3、了解淘宝内容版块的要求，能协同策划，根据工作目标分析媒介资源和投放目标，匹配合理的达人资源；', '任职资格：', '1、2年及以上淘宝内容商务经验，了解美妆类达人，MCN机构优先；', '2、极佳的亲和力，良好的商务谈判能力，及成熟的解决问题的能力；', '3、可独立执行重点资源的开发与管理工作；', '查看全部內容']",1-3年,互联网/电子商务,CC252173610J00102965510.html,杭州,招1人,外商独资,10000-20000元/月,媒介经理（淘内）
深圳市欢乐地铁站餐饮投资管理有限公司,深圳市罗湖区东门南路3002号华都园大厦,100-499人,http://www.hkcafe.cn/,大专,"['职位描述', '岗位职责：', '1、协助并配合部门领导建立、完善公司的人事、行政制度体系；', '2、配合部门经理进行人力资源管理各模块工作的开展、落实、跟进、协调等；', '3、负责员工考勤管理及核算、薪资核算、社保/公积金、员工福利、劳动关系等人事工作的日常操作；', '4、协助部门经理开展招聘工作；', '5、负责每月薪酬数据分析及统计，并提供相应报表，解决日常的薪酬福利，问题，并提供支持和建议；', '6、公司行政工作的配合、执行、协调、跟进等；', '7、完成上级领导交办的其他工作事项。', '任职资格：', '1、人力资源管理相关专业，全日制专科以上学历；两年以上人力资源相关工作经验；', '2、熟练使用各种办公软件，熟悉人力资源管理的相关工作流程、劳动人事法规政策；', '3、良好的沟通协调能力，优秀的口头和书面表达能力，有跨区域大型餐饮连锁企业人力资源工作经验者优先；', '4、工作踏实稳重、细心、责任感强；', '5、服从工作安排及管理，有团队协作精神。', '工作地点：罗湖国贸\xa0\xa0 每周工作5.5天', '查看全部內容']",1-3年,酒店/餐饮,583092625250211.html,深圳,招1人,民营,5000-6000元/月,人事行政专员（薪酬方向）
新疆世纪正通文化传媒有限公司,水磨沟区南湖南路188号一龙尚座1101，1102，1901室,20-99人,,大专,"['职位描述', '1、会3D建模', '2、美院毕业优先考虑。', '3、能熟练运用视觉元素，对图片有较强的审美能力。', '4、注重细节，有较好的团队合作意识。', '查看全部內容']",1-3年,媒体/出版/影视/文化传播,CZ533206220J00279447207.html,乌鲁木齐,招1人,民营,3800-7600元/月,3d设计师
深圳市易达中俄货运有限公司,深圳市福田区,20人以下,,大专,"['技能要求:', '俄语，客服，售前，售后，在线客服', '职位描述', '岗位职责：', '1.接受销售订单并录入系统。', '2.协助销售跟单，要求懂俄语。', '3.小包裹的接收和处理工作。', '4.协助销售导出账单催款。', '5.和供应商的对接操作。', '6.建立客户档案和维护客户', '可接受应届生应聘！', '查看全部內容']",1-3年,交通/运输,CC588292025J00271794003.html,深圳,招1人,民营,5000-8000元/月,俄语客服
深圳域隆科技有限公司,深圳市宝安区民治街道中华路24号广明工业园B栋3楼302,20-99人,,大专,"['职位描述', '因展会临近，现高薪聘请参展外贸业务员，', '任职要求：', '1.英语相关专业毕业，具有较好的口语表达及写作能力，学习能力强，性格开朗活泼', '2.良好的沟通能力和团队协作能力，工作积极主动，', '3.有志于从事外贸工作，（欢迎优秀应届毕业生）。', '职位描述', '1）负责阿里巴巴国际站平台的打理，管理公司子账号，更新及发布新产品', '2）及时回复、处理Alibaba 获取客户询盘，跟进客户', '3）根据公司要求定期通过邮件或者电话维护老客户促进产品新的成交，开发新的海外客户', '4） 会使用Google,Facebook,领英等社交软件开发客户，跟进公司新老客户', '5）定期对存档客户进行分析，整理并反馈', '6）负责国际展会前期准备工作，通过展会寻找客户促使成交', '7）完成公司要求的月度、季度、年度销售目标', '薪资待遇', '1. 薪资：底薪 +提成销售额+房补+餐补，收入无上限；', '3. 公司实行大小周，每天工作7.5个小时；', '4. 带薪法定节假日，常组织公司旅游活动；', '5. 定期系统的产品知识和销售技能培训。', '工作地点：深圳市龙华新区民治大道中华路24号广明工业园B栋302（深圳域隆科技有限公司），公司附近站台：牛栏前，油松工业区，万众城，牛栏前市场等公交站台，', '联系人：王先生', '注：公司提供外贸平台， 如ALIBABA,GOOGLE推广等，每年参加香港春秋展会，国外展会等，', '查看全部內容']",1-3年,贸易/进出口,448811715250017.html,深圳,招10人,民营,8001-10000元/月,外贸专员（参加国外展会，出国拜访客户）
河南盛江南包装材料有限公司,二七区京广路南四环百荣世贸商城B座,20-99人,,学历不限,"['职位描述', '1、配合团队完成既定销售目标；', '2、负责责任区域内样品摆放按要求摆放，样品种类齐全；', '3、负责责任区域内产品标签信息正确及完整；', '4、负责责任区域内货品摆放整齐有序；', '5、客户进店的接待与产品推荐；', '6、正确记录客户选购产品型号以及核算销售金额；', '7、为客户配货、点货并引导结账；', '8、责任区域的产品备货情况，对缺货现象以书面形式通知相关负责人；', '9、记录并向店长反馈销售过程中的问题以及客户对我公司的意见', '10、责任区域内的卫生清洁工作以及公司财、物的安全管理；', '11、完成店长以及其他领导安排的临时任务。', '查看全部內容']",1-3年,零售/批发,CZ898115910J00027686411.html,郑州,招5人,民营,6001-8000元/月,导购+包住+无责底薪+提成
陕西旭日青少年篮球俱乐部,,20-99人,,学历不限,"['职位描述', '、组织学习小组活动，组织学生制订自主学习计划，反馈自学记录情况，检查学生课程学习状况；', '2、收发学员资料、通知、信函，组织教学跟踪调查；', '3、配合课题组和专业责任人完成教学试点工作；', '4、管理教师调课时间表，调度教室，收发学生名单、学生登记表，受理并审批学生缓考申请等；', '5、组织校级教学督导员开展教学检查；', '6、受理教学过程中各类问题，并协调各部门积极处理；', '7、组织开展每学期开学初、期中、期末教学检查工作；', '8、协助教务教学部门确保教学工作正常运行。', '查看全部內容']",经验不限,教育/培训/院校,CC567276780J00194745207.html,西安,招1人,民营,4001-6000元/月,诚聘教务老师
华尔街英语培训中心,上海市浦东新区世纪大道88号金茂大厦3楼,1000-9999人,,大专,"['职位描述', '如果你:', '热爱英语教育培训事业; 具有良好的团队合作意识并具有强烈的责任感与客户服务意识; 专注自己的目标并坚持不懈;', '喜欢灵活的工作时间;', '想要有更宽阔的长期职业发展;', '欢迎加入我们!', '我们提供:', '五险一金', '商业医疗保险', '餐费补助', '十天的带薪年假', '节假日福利', '年度体检', '免费学习华尔街英语的课程', '免费哈佛商业管理课程', '完善的培训体系帮助员工和公司共同成长', '纯外企、全英文的工作环境，让你能力在工作中不断自我提升', '职位描述:', '1. 接待来访客人', '2. 为学生提供和安排各项中心的服务和支持，包括提醒电话，订课，投诉接待和后续跟进。 3. 为客户提供整洁、友好的英语语言环境。', '4. 按要求完成所需报表工作。', '5. 中心主管交办的其他任务。', '职位要求:', '1. 大专及以上学历', '2. 流利的英语听说读写', '3. 良好的人际沟通技巧和处理问题和矛盾冲突的能力', '4. 拥有高度责任感和客户服务意识，有客户服务或酒店工作经验者尤佳 5. 可以熟练使用办公软件', 'Responsibilities:', '1. Responsible for the reception of visitors', '2. Assisting students in their daily use of the center, including reminding calls, class', 'booking, and complaint receiving and following up.', '3. Provide a tidy, friendly, English speaking environment to customers.', '4. Finish the reports as required.', '5. Other tasks assigned by center management.', 'Requirements:', '1. College diploma or above', '2. Good command of spoken and written English', '3. Good communication skills and ability for solving problems', '4. High awareness of responsibility and customer-focus, customer service experience or', 'hotel experience is a plus', '5. Basic software knowledge is a plus', '职业规划:', '客户服务助理 ->客户服务主管 ->综合管理岗位', '学习中心-工作地点:', '截止到目前，华尔街英语在深圳有9家学习中心，您的工作地点可根据您的住址选择就近安排。 欲知详细地址，请访问华尔街英语官网 www.wsi.com.cn', '欢迎将您的简历投至我们的邮箱 jessie.xie@wallstreetenglish.com. 或拨打我们的招聘热线: 0755-33375280转833', '我们真诚的邀请你参加我们的团队，你也可以把这个好机会分享给你的朋友们。', '查看全部內容']",经验不限,教育/培训/院校,CC156527024J00279914807.html,深圳,招1人,外商独资,4001-6000元/月,英文客户服务助理-福田罗湖南山就近分配
青岛轩氏全脑潜能科技开发有限公司,市北区龙城路卓越世纪中心3号楼2108,20-99人,http://www.gzrongxin.cn,大专,"['技能要求:', '前台，行政，助理', '职位描述', '岗位职责：', '1、负责对来访顾客的接待和登记工作按规范要求执行；', '2、负责公司信件的收发、订水、火车票机票的预定。', '3、负责办公用品的申购及分发工作；', '4、负责公司的文件处理工作，打印、复印等；', '5、负责前台及总经理办公室的清洁卫生及办公室绿植的日常维护保养工作。', '6、领导交办的其他事项。', '任职资格：', '1、专科及以上学历，年龄22-28岁之间；', '2、有良好的职业形象和气质，懂得基本的前台接待礼仪；', '3、熟悉行政、办公室管理相关工作流程，熟练使用办公自动化设备及办公软件；', '4、良好的团队合作能力，具有高度的责任心，工作积极主动。', '查看全部內容']",1-3年,教育/培训/院校,CC844829890J00116789112.html,青岛,招1人,民营,3000-4000元/月,前台行政专员
沈阳卓众联合商贸有限公司,沈河区青年大街51号商会总部大厦B座10楼,100-499人,,学历不限,"['职位描述', '薪资待遇', '：底薪2600-5000+下单高额提成+奖金=月收入', '5000+10000', '晋升制度', '：客服-队长-主管-经理，只凭能力晋升，机会大，月收入不低于5000元，赶快加入我们吧！！！！', '岗位职责：', '室内办公，提供客源，通过电话和客户沟通，记录要买产品的客户信息，促成销售', '日常福利：', '1.公司人性化，员工好相处，上级领导和蔼可亲，营造家庭般和谐氛围；', '2.定期组织集体活动旅游，团建活动；', '3.提供新鲜水果和雪糕，奶茶，咖啡等；', '4.评选优秀个人，优秀团队，有丰厚的现金奖励和电器礼品等丰厚奖励；', '5、新人优待，不定期开展课程培训，内部培养，学习各种销售技巧，快速提升个人能力；', '6、公司本着能者上，平者让为原则，晋升空间巨大，只要有能力就有发展空间，实现人生梦想；', '工作时间', '：早9晚6，月休四天.', '工作地址', '：沈河区十三纬路70号，顺祥园大厦12楼', '（地铁到青年大街C口，青年公园B口，公交到大西菜行或者十三纬路三经街，可以百度地图一下哦）', '查看全部內容']",经验不限,互联网/电子商务,CZ656805030J00030953009.html,沈阳,招6人,民营,4000-8000元/月,客服+8千+有客源
深圳市华海一工国际展览服务有限公司,龙华新区民康路1970科技园5栋306室,20人以下,,大专,"['职位描述', '主要职责：', '1、根据客户设计需求并按时提交设计方案；', '2、根据客户反馈信息，及时调整、修改设计方案；', '3、负责展台展厅的概念方案设计。', '技能要求：', '1、出色的审美和创新能力', '2、有一定的手绘基础', '3、热爱展览展示行业，并想从事展览展示设计工作者。', '4、具有2年以上展览展示设计经验', '资质要求：', '1、室内设计或环境艺术相关专业', '福利待遇：', '1、公司不定期组织聚餐、娱乐活动', '2、底薪+提成，待遇从优。', '上班时间：', '周一至周五9:00-18:00，法定节假日正常休息。', '查看全部內容']",1-3年,广告/会展/公关,CZ740336140J00320439301.html,深圳,招3人,民营,5000-10000元/月,展览设计师
浙江人禾电子有限公司,乐清市柳市镇象阳工业区德宇路,20-99人,http://www.rhielec.com,大专,"['技能要求:', '文件管理，行政管理，6s，人事', '职位描述', '岗位职责', '：', '1. 负责公司综合行政类工作；', '2. 负责公司稽查工作，如公司6S工作的稽查、安全隐患的稽查等；', '3. 文件管理工作，整理归类公司的制度文件和IATF16949体系文件；', '4.', '人事招聘工作', '，主要负责公司主管级别以下的人事招聘、管理、绩效考核等工作，组建各部门考核指标和KPI的推行；', '5. 负责跟政府部门的联络，为公司争取政策和利益；', '6. 完成总经理安排的其他任务。', '为什么来人禾创业？', '1.团队年轻化，平均年龄30岁以下；', '2.管理团队不任用亲戚、朋友，制度化和标准化管理；', '3.公司以合伙人的心态培养每一位员工，你可以尽情发挥，有能力就当合作人；', '4.公司专注于新兴的行业：新能源电动汽车；行业前景广阔，非常有吸引力。', '关于我们：', '人禾电子公司是一家专业从事于新能源配件开发和生产的优质企业，企业处于高速的增长之中，随着企业的壮大，我们求贤若渴！我们非常希望各路人才加盟我司，和我们一起发展。公司将对出色人才施以股权激励，欢迎各位来我司创业！', '查看全部內容']",1-3年,加工制造（原料加工/模具）,CC220592680J00249047805.html,温州,招1人,民营,4000-7000元/月,诚聘行政主管及专员
中国人寿财产保险股份有限公司杭州市中心支公司,杭州市西湖区体育场路487号,500-999人,,大专,"['职位描述', '岗位职责：', '1、', '对公司已拓展开的车行网点资源进行跟踪并深入挖掘', '。', '2、', '熟悉掌握公司承保、理赔政策并向车行传达。', '3、', '做好对车行客户的承保出单、售后理赔服务。', '任职要求：', '1、', '全日制本科，条件特别优秀者可放宽至全日制大专。', '2、', '品貌', '端正，表达流利，善于沟通', '。', '3、', '汽车/保险/金融专业应届毕业生优先。', '4、', '有车行资源者优先。', '5、', '高度责任心、抗压能力强。', '薪酬待遇：', '1、', '职位月薪4000-10000元。', '2、', '优异', '的办公环境，年轻富有激情的工作氛围', '。', '3、', '完善', '的培训体系，阶梯式的晋升平台与薪资', '。', '4、', '国企', '的待遇与福利（五险一金，公积金，专业培训，绩效奖金，年终奖金', '）。', '查看全部內容']",经验不限,保险,CC518464828J00140871603.html,杭州,招5人,国企,6001-8000元/月,车行渠道服务专员（萧山）
中赢时代影视投资(深圳)有限公司,深圳市龙华新区（梅龙大道和东环一路交叉口）泽华大厦705,100-499人,,中专,"['技能要求:', '客服，电话客服，在线客服，电商客服，呼叫中心客服，接听客服', '职位描述', 'GG MM们看这边看这边~', '看过来看过来啦~', '走过路过不要错过啦 \xa0~', '刷到看到不小心点到无意中看到就是缘分哟~', '我们家公司招聘聘啦~', '客服 客服 客服，电话客服~', '重要的事情说三遍哟 ~', '需要可爱又跳脱 \xa0有趣又美丽 英俊又潇洒 玉树又临风的你 ~', '我们是一个年轻有活力又“不太正经”的公司，刚好需要一个“不太正经”的你！', '【岗位职责】：通过电话刷选客户', '【薪资待遇】：底薪3500+提成+每日现金奖+绩效奖金', '【上班时间】：', '周一至周六，9:00-18:30，单休，不定时双休福利；', '公司各种暖心福利，每月生日会，每周下午茶，每天开心游戏，不定时惊喜福利；', '毕竟生活需要仪式感 ，工作也需要仪式感的哟~', '不会没关系，只要你愿意学，学历代表过去，实力代表未来，我们的团队期待您的加入！', '查看全部內容']",经验不限,媒体/出版/影视/文化传播,CZ560089480J00204768705.html,深圳,招10人,民营,5000-8000元/月,高薪诚招电话客服
沈阳天功园林工程有限公司,沈阳市浑南新区文溯街19-1号国家电子商务示范基地2楼夏岩集团,20-99人,,学历不限,"['职位描述', '岗位职责：', '1. 负责施工图设计，方案深化及优化工作。', '任职资格：', '1.景观施工图经验丰富者，有室内外包装设计及结构设计经验者优先录用', '2.熟悉装饰、结构材料性能及施工工艺，有良好的设计美感。', '查看全部內容']",3-5年,家居/室内设计/装饰装潢,CC857186850J00120441712.html,沈阳,招2人,民营,6001-8000元/月,施工图设计师
深圳小小乐红健身休闲有限公司,"深圳市龙华新区民治街道西侧绿景香颂购物中心N-L239,240",20人以下,,大专,"['技能要求:', '早教，亲子，学前教育，感觉统合，幼教，运动', '职位描述', '【岗位职责】', '1）', '教授高质量并且充满乐趣的早教课程', '(入职有系统培训，', '每堂课', '45-60', '分钟，教授对象为', '0-3', '岁，', '3-6', '岁，课程种类：', 'Parent-Child/Pre-schoolKindergarten Gymnastics)', '；', '2）', '提供卓越的客户服务，和会员保持良好的沟通；', '3）', '参与客户报名工作。', '【任职要求】', '1）', '有爱心，热爱和小孩子一起的工作；', '2）', '外向健谈，有亲和力；', '3）', '善良细心，乐于助人；', '4）', '积极上进，擅于学习和模仿；', '5）', '基本的英语沟通和阅读能力；', '6）', '适应双休日工作；', '7）', '热爱运动；', '8）', '外向性格者优先，有行业经验者优先，英文优秀者优先；', '9）', '学前教育，亲子教育，', '体育教育，体操，健美操', '等专业优先考虑。', '【福利待遇】', '1）', '无责任底薪', '+', '新约奖', '+', '个人提成', '+', '阶段奖金', '+', '团队达标奖金；', '2）', '实行阶梯型的提成激励制度；', '3）', '入职即签订正式劳动合同；', '4）', '员工孩子可享受课程福利（', '0-12', '岁均可，价值', '1-2', '万', '/', '年）；', '5）', '良好的工作环境及团队氛围，各种下午茶福利；', '6）', '多种团队建设和拓展的机会；', '7）', '多种培训机会：内容多样的公司内部培训，专业领域的外部专家培训，全国其他中心进行驻店学习；', '8）', '晋升空间：助理指导师', '->', '指导师', '->', '资深指导师', '->', '教学主管', '->', '教学总监', '->', '教学合伙人', '【小小运动馆龙华中心】', '地址：龙华区佐阾香颂购物中心二楼', 'N-L231/239/240', '【小小运动馆梅林中心】', '地址：福田区佐阾虹湾购物中心二楼', 'L2020', '查看全部內容']",经验不限,教育/培训/院校,CC490919488J00242728705.html,深圳,招5人,民营,6000-12000元/月,早教老师/亲子老师/幼教(龙华中心)
杭州鸿源企业管理有限公司,江干区大世界五金城38幢201室,20-99人,,大专,"['技能要求:', '会计核算', '职位描述', '1、要有会计上岗证', '2、熟悉基本的财务知识（会计明细、会计分录等）', '3、工作积极上进，不怕吃苦， 敢于奋斗、学习', '4、能服从领导安排的任务', '查看全部內容']",经验不限,,CC610202130J00198991406.html,杭州,招1人,其它,1000-2000元/月,实习会计
深圳市赢米投资咨询有限公司,深圳市福田区莲花街道金田路与福中一路交汇处生命保险大厦1006室,20-99人,,中专,"['职位描述', '【招聘岗位】：', '平安银行外呼代表', '【工作职责】：', '1、通过电脑系统媒介，为平安银行信用卡客户推荐、营销平安银行开发的增值服务或相关产品(备用金).', '【岗位要求】：', '1、专业不限，中专及高中以上学历；', '2、年满18周岁，有良好的语言组织及沟通能力；', '3、逻辑思维清晰，具有较强的学习能力和执行能力；', '4、工作态度积极，责任意识强，能够承受一定的工作压力；', '【薪酬福利】：', '1、', '薪资结构：底薪', '+提成+福利，试用期：保护期月薪4000，超过4000按实际发放；', '正式期：底薪（', '3000）+高额业绩提成+福利；', '平均工资', '6000-8000或以上，最高可到15000以上；', '2、', '入职签订劳动合同', '，并按法律规定', '购买社', '保及住房公积金，工作满一年以上有', '带薪年假', '；', '3、工作时间：9:00-18:45、', '国家法定节假日正常休息', '；', '4、提供完善、有针对性的岗前及在岗培训（带薪培训），公平、公正、公开的晋升机会；', '5、公司每年组织两次员工外出娱乐活动；', '6、达到条件的员工：根据深圳人才引进流程，公司为员工办理', '调', '深圳', '户', '口。', '7、公司可提供学历教育提升（高升专、专升本），为在职员工提供学费补贴。', '查看全部內容']",经验不限,基金/证券/期货/投资,CC659498630J00216976308.html,深圳,招12人,民营,10001-15000元/月,电销专员+月薪15k+学费补贴
深圳市芯科华高科技有限公司,深圳市南山区高新北六道兰光科技园C301,20-99人,http://www.xkhg-ic.com,大专,"['技能要求:', '\ufeff销售，客户代表，市场', '职位描述', '岗位职责：1．通过电话，网络，见面拜访等方式发展业务，挖掘潜在客户；2．满足客户采购需求，维护客户关系；3．完成收款、售后服务等相关工作；4．将客户及订单信息录入系统；5．处理上级交办的其它事务。任职要求：1、国内正规大学本科毕业，优秀者科放宽至大专、应届生亦可；2、微电子、通信工程、电子信息工程等相关专业毕业优先；3、拥有良好的工作及学习习惯；4、有良好的口头表达能力及成熟的人际关系处理能力；5、努力上进、渴望学习进步。\xa0培训：入职培训 + 导师制正式入职后，我们会提供专业的培训，每位人员会由一位师傅指导。\xa0薪资：转正后 5K + 提成\xa0其他福利：五险一金（入职即购买）、周末双休、通讯补贴、专业培训、全勤奖、绩效奖金、带薪年假、员工旅游、节日福利、丰富下午茶{~CQ 2039 CQ~}', '查看全部內容']",经验不限,电子技术/半导体/集成电路,CC480713583J00288124507.html,深圳,招2人,民营,8000-15000元/月,销售工程师底薪5K+高额提成+奖金+双休
深圳市卫邦科技有限公司,深圳市南山区桃源街道田寮工业A区9栋1楼,20-99人,,大专,"['职位描述', '岗位职责：', '1、准确、无误、高效地全面协助行政人事事务；', '2、能较好的统筹、规划所安排的工作；', '基本要求：', '1、大专及以上学历，专业不限，英语、写作基础良好者优先；', '2、做事认真负责，务实勤奋，有上进心，愿意持续进步，对自我有要求，具有良好的团队合作精神，服务意识强；', '3、熟练办公软件;', '4、不是简单的执行，需要善于发现，用心去思考，去做好。能在自己负责的工作范围内提出自己的想法，推动工作的开展；', '5、适合公司长期培养，愿意与公司共同成长，我们将提供无限的发展空间。', '查看全部內容']",经验不限,医疗设备/器械,CZ354623710J00202994904.html,深圳,招1人,民营,4001-6000元/月,行政人事助理
深圳市汇思锐科技有限公司,深圳市宝安区固戍二路一方天地互联网产业园A栋524,20-99人,http://www.hysiry.com/,本科,"['技能要求:', '外贸', '职位描述', '一、岗位职责：', '1.根据公司战略和市场信息，组织进行市场预测和拟订销售计划。', '2.根据公司年度销售目标的要求，制定和分解部门销售目标市场工作计划。', '3.建设和健全公司整体市场营销体系，提升公司市场开发能力，进行市场推广和品牌提升。', '4.进行市场开拓和客户开发，扩大产品市场占有率，有效维护原有客户，做好售服务工作，提高客户渗透率，增加新客户和新市场', '5.负责部门流程、服务标准、销售人员收入方案等各项规章制度的制(修)订，并确保有效执行。', '6', '.负责审核回款期限，确保回款状态良好；', '7', '.负责与销售有关的活动的组织与执行，如展会的组织、', '线上', 'B2B品台的运营', '竞争情况收集等。', '8、', '.负责对下级实施聘用、指导、培训、监督、考核工作，制定培训计划，培训属下员工的工作态度、工作技能和方法，组建高效团队。', '二、任职要求：', '1.本科以上，英语四级以上，优秀的英语听说读写能力', '2.3年以上外贸工作经验，熟悉外贸业务流程和电子行业；有智能硬件销售经验和渠道资源的优先考虑。', '3.有独立思考和解决问题的能力，良好的市场分析判断能力，有很强的管理能力。', '查看全部內容']",3-5年,电子技术/半导体/集成电路,CC344542936J00215623206.html,深圳,招1人,民营,6000-12000元/月,外贸经理外贸主管
